"Genotype","PAR","Photoss","simPhotoss"
"spsa",350,10.6669620360349,11.0532561259641
"spsa",280,10.0214913150371,9.87262403845245
"spsa",240,9.37437879361318,9.00899369235435
"spsa",312,10.3413329323722,10.4757344593318
"spsa",270,9.88727976859042,9.67010542817236
"spsa",330,10.497620596009,10.7691594882836
"spsa",324,10.445905733676,10.6754725230364
"spsa",272,9.91558402677203,9.71121030291686
"spsa",322,10.4285804290844,10.6433404037468
"spsa",316,10.3763533120436,10.5441811837055
"spsa",282,10.0461445770425,9.91227896555914
"spsa",320,10.4112127883211,10.6107503535975
"spsa",250,9.56382040924034,9.23961360720801
"spsa",318,10.3938035148272,10.5776985533349
"spsa",334,10.5318725936187,10.8293978304663
"spsa",368,10.8149276184469,11.2742528092117
"spsa",400,11.0659462068081,11.5949005146424
"spsa",248,9.52741574091225,9.19438720779273
"spsa",200,8.42960505964694,7.95314245515373
"spsa",336,10.5489291089166,10.8588625689238
"spsa",246,9.49027002039638,9.1487226034164
"spsa",264,9.7979687439944,9.54481795680662
"spsa",348,10.6502511148164,11.0267295557719
"spsa",232,9.20943539781242,8.81591134127188
"spsa",332,10.5147695215025,10.7994980766708
"spsa",262,9.76672973507568,9.50236256125168
"spsa",352,10.6836207729062,11.079378234847
"spsa",366,10.7987116802325,11.2512288976727
"spsa",494,11.6892566767548,12.1377871562523
"spsa",550,11.9572947453707,12.2998621465049
"spsa",40,1.63771123245089,1.53008439510502
"spsa",508,11.7644275544703,12.1845473100151
"spsa",160,7.1866670092667,6.67159066986716
"spsa",448,11.4080839049016,11.9324503322072
"spsa",120,5.64083401580701,5.17474676393042
"spsa",510,11.7747408540393,12.1907858168539
"spsa",80,3.7903475664837,3.46044987964281
"spsa",512,11.7849456939732,12.1969254026716
"spsa",154,6.97439078041858,6.46122000088006
"spsa",78,3.6898890139212,3.36907269698487
"spsa",472,11.5610434874678,12.050984743215
"spsa",500,11.7221038286645,12.1585276873777
"spsa",184,7.96798287935258,7.46516407388063
"spsa",432,11.2991035792545,11.8364493479706
"spsa",126,5.8923096712582,5.41339350475384
